569;0.20;1.00
564;0.20;2.00
563;0.20;3.00
425;0.20;4.00
236;0.20;5.00
233;1.00;6.00
230;2.00;6.00
227;3.00;6.00
565;4.00;6.00
566;5.00;6.00
239;6.00;5.00
424;6.00;4.00
567;6.00;3.00
568;6.00;2.00
570;6.00;1.00
572;5.00;0.20
571;4.00;0.20
428;3.00;0.20
427;2.00;0.20
426;1.00;0.20
