"1251;4"
"1065;4"
"878;4"
"357;1"
"143;1"
"1288;4"
"1102;4"
"916;4"
"384;1"
"158;1"
"1325;3"
"1140;3"
"953;3"
"403;1"
"179;1"
"1362;3"
"1177;3"
"990;2"
"796;2"
"686;2"
"1399;3"
"1214;3"
"1028;2"
"841;2"
"737;2"
