563;"0.20";"6"
425;"0.20";"7"
236;"0.20";"8"
1428;"1";"5.2"
233;"1";"8.8"
230;"2";"8.8"
1429;"3";"5.2"
227;"3";"8.8"
1431;"3.2";"1"
1754;"3.2";"3"
1430;"3.8";"6"
1427;"3.8";"8"
428;"4";"0.20"
1789;"4";"3.8"
571;"5";"0.20"
1784;"5";"3.8"
572;"6";"0.20"
1779;"6";"3.8"
568;"6.8";"2"
1603;"7.2";"6"
1451;"7.2";"8"
1470;"8";"8.8"
570;"9";"5.2"
565;"9";"8.8"
566;"10";"8.8"
567;"10.8";"6"
424;"10.8";"7"
239;"10.8";"8"
