563;0.20;1.00
425;0.20;2.00
236;0.20;3.00
233;1.00;3.80
230;2.00;3.80
227;3.00;3.80
239;3.80;3.00
424;3.80;2.00
567;3.80;1.00
428;3.00;0.20
427;2.00;0.20
426;1.00;0.20
