1251;1;1
1065;1;2
878;1;3
357;1;4
143;1;5
1288;2;1
1102;2;2
916;2;3
384;2;4
158;2;5
1325;3;1
1140;3;2
953;3;3
403;3;4
179;3;5
1362;4;1
1177;4;2
990;4;3
796;4;4
686;4;5
1399;5;1
1214;5;2
1028;5;3
841;5;4
737;5;5
