878;1;6
357;1;7
143;1;8
1929;2;6
384;2;7
158;2;8
953;3;6
403;3;7
179;3;8
1325;4;1
1966;4;2
1830;4;3
1362;5;1
1177;5;2
1793;5;3
1695;6;1
1214;6;2
1905;6;3
1868;8;6
1604;8;7
1518;8;8
1643;9;6
1555;9;7
1481;9;8
1732;10;6
841;10;7
737;10;8
